Date,B3SA3,BBDC4,ITUB4,PETR4,VALE3,^BVSP
2009-01-09,4.107388019561768,,7.313566207885742,12.773978233337402,16.552675247192383,41583.0
2009-01-12,3.995027542114258,,7.003606796264648,11.944169998168945,15.232622146606445,39403.0
2009-01-13,4.0574517250061035,,6.747439861297607,12.044756889343262,15.643193244934082,39544.0
2009-01-14,3.9638190269470215,,6.240231037139893,11.71785831451416,14.915600776672363,37982.0
2009-01-15,3.9450900554656982,,6.352944850921631,12.120189666748047,15.305377006530762,39151.0
2009-01-16,3.9638190269470215,,6.1352009773254395,12.210714340209961,15.591222763061523,39342.0
2009-01-19,3.8889100551605225,,6.224858283996582,11.984399795532227,15.419716835021973,38828.0
2009-01-20,3.620495319366455,7.47003698348999,5.799623966217041,11.597155570983887,14.738898277282715,37272.0
2009-01-21,3.8764257431030273,7.83406400680542,5.99431037902832,12.200654983520508,15.17025375366211,38543.0
2009-01-22,3.857698678970337,7.763486862182617,5.827800750732422,11.888849258422852,15.19104290008545,37894.0
2009-01-23,3.9013946056365967,7.8452043533325195,5.961007118225098,11.8637056350708,15.721144676208496,38132.0
2009-01-26,4.013753414154053,7.856351852416992,5.922583103179932,11.969313621520996,16.01737403869629,38509.0
2009-01-27,4.044966697692871,7.704050064086914,5.838048458099365,12.019606590270996,16.68779945373535,38699.0
2009-01-28,4.275928497314453,8.060653686523438,6.270968437194824,12.673396110534668,17.638864517211914,40227.0
2009-01-29,4.275928497314453,7.819205284118652,6.071158409118652,12.587894439697266,17.165931701660156,39638.0
2009-01-30,4.17605447769165,7.726347923278809,6.01992654800415,12.587894439697266,16.890491485595703,39301.0
2009-02-02,4.076178550720215,7.522034645080566,5.804747581481934,12.41690731048584,16.791748046875,38666.0
2009-02-03,4.1573262214660645,7.543688774108887,5.889285087585449,12.86449909210205,17.623271942138672,39747.0
2009-02-04,4.201023101806641,7.766658306121826,5.996869087219238,12.924847602844238,18.402833938598633,40129.0
2009-02-05,4.325867176055908,8.026786804199219,6.253034591674805,13.07572078704834,19.20318603515625,41109.0
2009-02-06,4.750338077545166,8.409546852111816,6.6987690925598145,13.628928184509277,20.13865852355957,42756.0
2009-02-09,4.494406700134277,8.42441463470459,6.5963006019592285,13.774772644042969,19.54099464416504,42100.0
2009-02-10,4.269687175750732,8.201446533203125,6.340137004852295,13.603776931762695,18.969318389892578,41207.0
2009-02-11,4.132358074188232,8.338942527770996,6.327326774597168,13.528343200683594,18.439212799072266,40846.0
2009-02-12,4.069936275482178,8.108539581298828,6.270968437194824,13.473026275634766,18.09101104736328,40501.0
2009-02-13,4.344593524932861,8.379817962646484,6.532260417938232,13.880382537841797,18.912141799926758,41674.0
2009-02-16,4.2821736335754395,8.335222244262695,6.506646156311035,14.041313171386719,18.97451400756836,41841.0
2009-02-17,4.063692569732666,8.000771522521973,6.12239408493042,13.276885032653809,17.727214813232422,39847.0
2009-02-18,3.882668972015381,8.045363426208496,6.071158409118652,13.020400047302246,18.085811614990234,39674.0
2009-02-19,3.807762384414673,7.952465057373047,6.014801979064941,13.226594924926758,18.200145721435547,39730.0
2009-02-20,3.9326069355010986,7.62172794342041,5.840607166290283,12.965078353881836,16.75016212463379,38715.0
2009-02-25,3.776550054550171,7.803822040557861,5.776569366455078,13.201448440551758,15.85107421875,38232.0
2009-02-26,3.7203707695007324,7.859565258026123,5.789373397827148,13.337237358093262,15.85107421875,38180.0
2009-02-27,3.7141270637512207,7.692345142364502,5.6869096755981445,13.276885032653809,16.04336166381836,38183.0
2009-03-02,3.620495319366455,7.402486324310303,5.379507541656494,12.582865715026855,15.133875846862793,36235.0
2009-03-03,3.7390971183776855,7.364662170410156,5.353890419006348,12.472227096557617,15.424914360046387,36468.0
